0 0.619919 0.498252 0.000502784
1 0.619919 0.499125 0.000675918
2 0.619919 0.506131 0.000606802
3 0.619919 0.505307 0.000908568
4 0.619919 0.506569 0.000858769
5 0.619919 0.506392 0.00110827
6 0.619919 0.500807 0.000880683
7 0.619919 0.501453 0.00108326
8 0.619919 0.505308 0.000901235
9 0.619919 0.502946 0.000925551
10 0.619919 0.496846 0.00125975
11 0.619919 0.500479 0.00117296
12 0.619919 0.509003 0.001019
13 0.619919 0.509637 0.00125222
14 0.635319 0.504772 0.00112836
15 0.635319 0.501396 0.00107456
16 0.635319 0.500606 0.00148011
17 0.635319 0.504506 0.00127862
18 0.635319 0.502737 0.00122897
19 0.635319 0.502064 0.001579
20 0.635319 0.502103 0.00112743
21 0.635319 0.506423 0.00143038
22 0.635319 0.504514 0.00109839
23 0.635319 0.502056 0.0012424
24 0.635319 0.504017 0.00147184
25 0.635319 0.506734 0.00163368
26 0.635319 0.500362 0.001671
27 0.672657 0.508803 0.00149818
28 0.672657 0.507189 0.00200811
29 0.672657 0.503321 0.00181234
30 0.672657 0.507744 0.00161121
31 0.672657 0.507712 0.001727
32 0.672657 0.508941 0.00148976
33 0.672657 0.499018 0.00233697
34 0.672657 0.507825 0.00187843
35 0.672657 0.506281 0.00253853
36 0.672657 0.507912 0.00199558
37 0.672657 0.504472 0.00219319
38 0.672657 0.498083 0.00208859
39 0.672657 0.501802 0.00203747
40 0.672657 0.504496 0.00235815
41 0.672657 0.511596 0.00254177
42 0.672657 0.503142 0.00251454
43 0.672657 0.498042 0.0023776
44 0.672657 0.504846 0.00215796
45 0.672657 0.505465 0.00245634
46 0.672657 0.501828 0.00276839
47 0.672657 0.508898 0.00277531
48 0.672657 0.512886 0.0026065
49 0.672657 0.504791 0.00236694
50 0.672657 0.510794 0.00240679
51 0.672657 0.503577 0.00293808
52 0.672657 0.501552 0.00244369
53 0.672657 0.50671 0.00246619
54 0.672657 0.510985 0.00233763
55 0.672657 0.510052 0.00269794
56 0.672657 0.503247 0.0030139
57 0.672657 0.504371 0.00326408
58 0.672657 0.502997 0.00255959
59 0.672657 0.508847 0.00201005
60 0.672657 0.503991 0.00289199
61 0.672657 0.512795 0.00223517
62 0.672657 0.512195 0.00223867
63 0.672657 0.500571 0.00314234
64 0.672657 0.512639 0.00271643
65 0.672657 0.506976 0.0028048
66 0.672657 0.499073 0.00310692
67 0.672657 0.502146 0.00246677
68 0.672657 0.503404 0.00281884
69 0.672657 0.501335 0.00289534
70 0.672657 0.496489 0.00341525
71 0.672657 0.507006 0.00286119
72 0.713255 0.510336 0.00299355
73 0.713255 0.504746 0.0029116
74 0.713255 0.507603 0.00337302
75 0.713255 0.503806 0.00377207
76 0.713255 0.50794 0.00339932
77 0.713255 0.506435 0.00307852
78 0.713255 0.507357 0.00378588
79 0.713255 0.501831 0.00396619
80 0.713255 0.502175 0.00321786
81 0.713255 0.51189 0.00254565
82 0.713255 0.509942 0.00369642
83 0.713255 0.516107 0.00351059
84 0.713255 0.514038 0.00456583
85 0.713255 0.499614 0.0043311
86 0.713255 0.501055 0.00349124
87 0.713255 0.506017 0.00352432
88 0.713255 0.497809 0.00369633
89 0.713255 0.508173 0.00321104
90 0.714368 0.51492 0.00443586
91 0.714368 0.510335 0.00335062
92 0.714368 0.516633 0.00402792
93 0.714368 0.504965 0.00352615
94 0.714368 0.510735 0.00430593
95 0.714368 0.510852 0.00372984
96 0.714368 0.514412 0.00294265
97 0.714368 0.510978 0.0035175
98 0.714368 0.508069 0.00344305
99 0.714368 0.504749 0.00395109
100 0.714368 0.503771 0.00313632
101 0.714368 0.512888 0.00398096
102 0.714368 0.516755 0.00336493
103 0.714368 0.510877 0.00414445
104 0.714368 0.511851 0.00411798
105 0.714368 0.513083 0.00388615
106 0.714368 0.507728 0.00406878
107 0.714368 0.504892 0.0044872
108 0.714368 0.516005 0.00390347
109 0.714368 0.503744 0.00438736
110 0.714368 0.503878 0.00356636
111 0.714368 0.501448 0.00416938
112 0.714368 0.504762 0.00447495
113 0.714368 0.511118 0.00439204
114 0.714368 0.513904 0.00462364
115 0.714368 0.499131 0.00391072
116 0.714368 0.508481 0.00409639
117 0.714368 0.506966 0.00392148
118 0.714368 0.507787 0.00425135
119 0.714368 0.512669 0.00372756
120 0.714368 0.512852 0.00328812
121 0.714368 0.51572 0.00385939
122 0.714368 0.507663 0.00401401
123 0.714368 0.505392 0.00403914
124 0.714368 0.508632 0.00381634
125 0.714368 0.512321 0.00490629
126 0.714368 0.512865 0.00370419
127 0.714368 0.506183 0.00439792
128 0.714368 0.510404 0.00459274
129 0.714368 0.510303 0.00459022
130 0.714368 0.514094 0.00402743
131 0.714368 0.508093 0.00460276
132 0.714368 0.511039 0.00396841
133 0.714368 0.506369 0.00402051
134 0.714368 0.507027 0.00439448
135 0.714368 0.514716 0.00400461
136 0.714368 0.510101 0.00456669
137 0.714368 0.51503 0.00387164
138 0.714368 0.511312 0.003759
139 0.714368 0.510665 0.00429593
140 0.714368 0.507166 0.00423946
141 0.714368 0.509749 0.00348251
142 0.714368 0.513422 0.00464572
143 0.714368 0.502243 0.00384671
144 0.714368 0.50364 0.00337446
145 0.714368 0.506333 0.00367733
146 0.714368 0.50931 0.00353639
147 0.714368 0.512893 0.00376993
148 0.714368 0.513446 0.00393001
149 0.714368 0.51315 0.00422942
150 0.714368 0.502991 0.00396947
151 0.714368 0.510663 0.00428709
